Username,Time,Message
0, 07/25/06 9:09:50 PM , yea no real reason to go back
1, 07/25/06 9:10:30 PM , ok
1, 07/25/06 9:10:38 PM , so u think they will get u a car
0, 07/25/06 9:10:53 PM , im sure
0, 07/25/06 9:11:01 PM , i didnt think of that lol
1, 07/25/06 9:11:12 PM , well if they got money why not
0, 07/25/06 9:11:38 PM , yea
0, 07/25/06 9:11:42 PM , cool lol
0, 07/25/06 9:11:49 PM , wat kind u think i should get ?
1, 07/25/06 9:12:01 PM , mmmmmmmmm
1, 07/25/06 9:12:04 PM , honda
0, 07/25/06 9:12:23 PM , r they nice ?
0, 07/25/06 9:13:35 PM , i dont kno alot about cars
0, 07/25/06 9:13:45 PM , mayb u can help me pik it out
1, 07/25/06 9:14:42 PM , yes they r
1, 07/25/06 9:14:47 PM , accords r very nice
0, 07/25/06 9:15:01 PM , hmm
0, 07/25/06 9:15:09 PM , wat kind do u have
0, 07/25/06 9:15:32 PM , mayb ill get like a sporty car
1, 07/25/06 9:16:19 PM , i drive an alltima
0, 07/25/06 9:16:28 PM , cool
0, 07/25/06 9:16:57 PM , i think lol im not sure wat they look like
1, 07/25/06 9:18:12 PM , ok go to carmax.com
1, 07/25/06 9:18:16 PM , u can look them up
0, 07/25/06 9:18:21 PM , k cool
1, 07/25/06 9:19:22 PM , ok 2005 alltima
0, 07/25/06 9:21:45 PM , k lol i couldnt figure out how to find it
1, 07/25/06 9:22:14 PM , ok
1, 07/25/06 9:22:23 PM , www.carmax.com
0, 07/25/06 9:23:33 PM , yay i found it
0, 07/25/06 9:23:38 PM , hey thats cool
1, 07/25/06 9:23:44 PM , ok
0, 07/25/06 9:23:45 PM , nice
0, 07/25/06 9:23:50 PM , wat color is urs ?
1, 07/25/06 9:23:54 PM , what kind does ur mom have
1, 07/25/06 9:24:06 PM , like shampain
0, 07/25/06 9:24:14 PM , mom has a pt cruiser rt now lol
0, 07/25/06 9:24:20 PM , she thinks ther cute
0, 07/25/06 9:24:57 PM , grampa has a cpl
1, 07/25/06 9:25:15 PM , ok
1, 07/25/06 9:25:20 PM , well drive one of his
0, 07/25/06 9:25:30 PM , mayb lol
1, 07/25/06 9:26:22 PM , haaaaaaaaaa
1, 07/25/06 9:26:29 PM , what kind do u want
0, 07/25/06 9:26:44 PM , didnt really think bout it lol
0, 07/25/06 9:26:49 PM , dont kno alot about cars
1, 07/25/06 9:28:32 PM , ok
1, 07/25/06 9:28:38 PM , something cute i gues for u
0, 07/25/06 9:28:46 PM , 
1, 07/25/06 9:30:07 PM , so what did u do last night when u went to sleep
0, 07/25/06 9:30:16 PM , think bout u
1, 07/25/06 9:31:15 PM , so u were rubing ur pussy some
0, 07/25/06 9:31:22 PM , yea lol
1, 07/25/06 9:33:13 PM , mmmmmmm ur so sexy baby
0, 07/25/06 9:33:26 PM , aww ty
1, 07/25/06 9:35:26 PM , i wanta work on a relationship
0, 07/25/06 9:35:33 PM , cool
1, 07/25/06 9:36:10 PM , and take it slow
0, 07/25/06 9:36:38 PM , ur so cool lol
0, 07/25/06 9:38:29 PM , is HIS-GF comin along tomorrow ? just wonderin
1, 07/25/06 9:39:05 PM , i dont think she can
0, 07/25/06 9:39:09 PM , ok
1, 07/25/06 9:39:26 PM , it will just be us
1, 07/25/06 9:39:32 PM , she will be working
0, 07/25/06 9:39:36 PM , ok
1, 07/25/06 9:41:11 PM , r u ready to please me
0, 07/25/06 9:41:28 PM , yea
1, 07/25/06 9:41:47 PM , i am ready to be ur man
0, 07/25/06 9:41:58 PM , cool lol
1, 07/25/06 9:43:09 PM , u r sweet
1, 07/25/06 9:43:22 PM , so i got ta just hide from ur grand dad
0, 07/25/06 9:43:35 PM , yea lol
0, 07/25/06 9:43:57 PM , hes leaving at lunch time
1, 07/25/06 9:44:09 PM , i mean i cant never jsut come see u
0, 07/25/06 9:44:21 PM , we can somehow
0, 07/25/06 9:44:37 PM , when they go away or i can say i got a friend
1, 07/25/06 9:45:23 PM , yes do u think he will let u have friends u can meet
0, 07/25/06 9:45:31 PM , yea im sure
0, 07/25/06 9:46:02 PM , in school ill make friends
1, 07/25/06 9:46:24 PM , ok
1, 07/25/06 9:46:43 PM , so how long will u think they will let u be gone
0, 07/25/06 9:47:00 PM , they trust me
0, 07/25/06 9:47:08 PM , guess as long as i want
1, 07/25/06 9:47:58 PM , ok have u asked him
1, 07/25/06 9:48:10 PM , maybe some days u can skip school
0, 07/25/06 9:48:22 PM , yea lol good idea
1, 07/25/06 9:49:14 PM , ok not too much though
1, 07/25/06 9:49:26 PM , yea u can meet a friend that will go places with us
0, 07/25/06 9:49:36 PM , k that sounds cool
1, 07/25/06 9:51:08 PM , or do u want me by urself
0, 07/25/06 9:51:33 PM , w/e u want
1, 07/25/06 9:52:24 PM , i dought u can get someone to join us
0, 07/25/06 9:52:38 PM , k i will
1, 07/25/06 9:54:13 PM , have u meet any friends from colombus from chat
0, 07/25/06 9:54:24 PM , not yet
1, 07/25/06 9:56:21 PM , ok do u still chat in the rooms
0, 07/25/06 9:57:05 PM , did sometimes when im bored
1, 07/25/06 9:57:46 PM , ok sexy
1, 07/25/06 9:57:52 PM , so how often do u think of me
0, 07/25/06 9:57:58 PM , lots
1, 07/25/06 9:58:41 PM , do u think i am as cute as ur other b/fs
0, 07/25/06 9:58:52 PM , only had 1 bf
0, 07/25/06 9:59:05 PM , had other dates
1, 07/25/06 9:59:07 PM , oh ok
0, 07/25/06 9:59:10 PM , but ur cuter
0, 07/25/06 9:59:12 PM , 
1, 07/25/06 9:59:19 PM , oh ur just saying that
0, 07/25/06 9:59:22 PM , ur like a man
0, 07/25/06 9:59:29 PM , not a kid boy
1, 07/25/06 9:59:51 PM , well yes i am
0, 07/25/06 10:01:34 PM , 
0, 07/25/06 10:02:01 PM , did u get the directions ?
1, 07/25/06 10:02:38 PM , yea
1, 07/25/06 10:02:50 PM , if i dont come tomorrow will u kill me
0, 07/25/06 10:03:05 PM , lol id never kill u but id b sad
0, 07/25/06 10:03:16 PM , ur not ?
1, 07/25/06 10:04:10 PM , i do have to work if u dont believe me
0, 07/25/06 10:04:13 PM , i thought u said u wanted to
1, 07/25/06 10:04:20 PM , u can call my job
1, 07/25/06 10:04:24 PM , i do wanta come
0, 07/25/06 10:04:31 PM , but ur not ?
1, 07/25/06 10:05:06 PM , i dont think i will be able to
1, 07/25/06 10:05:16 PM , i am not off till monday
0, 07/25/06 10:05:17 PM , 
0, 07/25/06 10:05:25 PM , wat about after work ?
0, 07/25/06 10:05:59 PM , u said u were comin
0, 07/25/06 10:06:08 PM , i was all ready
0, 07/25/06 10:06:38 PM , u promised
1, 07/25/06 10:06:48 PM , baby
1, 07/25/06 10:06:56 PM , listen i promise to God
1, 07/25/06 10:07:02 PM , i thought i was off
0, 07/25/06 10:07:24 PM , u do lie
0, 07/25/06 10:07:33 PM , HIS-GF said
1, 07/25/06 10:07:47 PM , not like that
1, 07/25/06 10:08:00 PM , its a 6 hour trip
1, 07/25/06 10:08:14 PM , if something happens and i cant be there right away
1, 07/25/06 10:08:22 PM , i could endanger my job
1, 07/25/06 10:08:28 PM , i need to be off
1, 07/25/06 10:08:34 PM , if u were an hour
1, 07/25/06 10:08:41 PM , it would be no big deal
0, 07/25/06 10:08:42 PM , its 3 hrs
1, 07/25/06 10:08:47 PM , yes there
1, 07/25/06 10:08:50 PM , and back
0, 07/25/06 10:08:51 PM , u could stay over
1, 07/25/06 10:10:11 PM , sexy
1, 07/25/06 10:10:14 PM , listen
1, 07/25/06 10:10:20 PM , its not that
1, 07/25/06 10:10:24 PM , if something happens
1, 07/25/06 10:10:28 PM , and they need me
1, 07/25/06 10:10:41 PM , i have to be there within an hour
0, 07/25/06 10:10:48 PM , k right
1, 07/25/06 10:10:52 PM , i cant do that if i am 3 hours away
0, 07/25/06 10:10:54 PM , HIS-GF was right
1, 07/25/06 10:11:11 PM , i am not trying to lie to u
0, 07/25/06 10:12:03 PM , yes u r
0, 07/25/06 10:12:08 PM , im gon na go chat now
1, 07/25/06 10:12:14 PM , wait
1, 07/25/06 10:12:17 PM , no i am not
1, 07/25/06 10:12:24 PM , i do have to work
1, 07/25/06 10:12:58 PM , erin
1, 07/25/06 10:13:00 PM , r u there
1, 07/25/06 10:13:51 PM , i see how u r
1, 07/25/06 10:13:58 PM , ok i am coming
0, 07/25/06 10:14:11 PM , no u wont
1, 07/25/06 10:14:21 PM , stop saying that
1, 07/25/06 10:14:32 PM , so what do we do
1, 07/25/06 10:14:40 PM , just stop loving each other
0, 07/25/06 10:15:05 PM , u lie like HIS-GF said
1, 07/25/06 10:15:10 PM , no i dont
1, 07/25/06 10:15:12 PM , listen
1, 07/25/06 10:15:18 PM , ok
1, 07/25/06 10:15:20 PM , mmmmmmmm
1, 07/25/06 10:15:32 PM , do u think we can get HIS-GF to come get u
0, 07/25/06 10:15:46 PM , up to u
1, 07/25/06 10:16:18 PM , ok when do u have to be back home
0, 07/25/06 10:16:56 PM , friday
1, 07/25/06 10:17:04 PM , what time friday
0, 07/25/06 10:17:22 PM , guess like by nighttime
1, 07/25/06 10:17:34 PM , ok
1, 07/25/06 10:17:35 PM , cool
1, 07/25/06 10:17:44 PM , see she is only an hour from me
1, 07/25/06 10:17:56 PM , i could see u both days
0, 07/25/06 10:18:17 PM , itd b cool if she can but can she ?
1, 07/25/06 10:18:43 PM , we will have to ask her
1, 07/25/06 10:18:47 PM , dont know yet
0, 07/25/06 10:19:25 PM , its up to u
1, 07/25/06 10:21:06 PM , i see i am not good for u
1, 07/25/06 10:21:09 PM , u think i just lie
0, 07/25/06 10:21:32 PM , na its ok
0, 07/25/06 10:21:39 PM , i kno u were just messin with me
1, 07/25/06 10:21:47 PM , no i wasnt
1, 07/25/06 10:22:22 PM , do u know the troubel i can get into over u
1, 07/25/06 10:22:28 PM , but i still risk it all
1, 07/25/06 10:22:35 PM , so u think i just dont want u
1, 07/25/06 10:22:37 PM , ok fine
0, 07/25/06 10:22:48 PM , its ok i dont want u in trbl
1, 07/25/06 10:23:01 PM , no i do want u
1, 07/25/06 10:23:06 PM , hell i wanta see u
1, 07/25/06 10:23:15 PM , just stop actiling like i dont
1, 07/25/06 10:24:36 PM , u there
1, 07/25/06 10:25:07 PM , hello u there
0, 07/25/06 10:25:14 PM , yea
1, 07/25/06 10:25:19 PM , erin
1, 07/25/06 10:25:27 PM , do u believe i love u
1, 07/25/06 10:25:56 PM , listen
1, 07/25/06 10:26:04 PM , if u think i just wanta lie to u
1, 07/25/06 10:26:54 PM , do u think i would have given u my house # and home #
0, 07/25/06 10:27:11 PM , idk
1, 07/25/06 10:27:31 PM , no u think bout it
0, 07/25/06 10:27:48 PM , u lied bfore when u said ur comin
0, 07/25/06 10:27:57 PM , but its ok really
1, 07/25/06 10:28:00 PM , sexy
0, 07/25/06 10:28:03 PM , ill find somethin else to do
1, 07/25/06 10:28:14 PM , i am not lieing
1, 07/25/06 10:28:21 PM , to u
0, 07/25/06 10:28:38 PM , im not mad really its ok
0, 07/25/06 10:28:50 PM , u dont have to come if u dont wan na
1, 07/25/06 10:28:58 PM , ok i tell u what
1, 07/25/06 10:29:01 PM , i wont bother u
1, 07/25/06 10:29:07 PM , i will just go
0, 07/25/06 10:29:46 PM , u think shed wan na come ?
1, 07/25/06 10:42:10 PM , i hope so
1, 07/25/06 10:42:14 PM , we can pay her
0, 07/25/06 10:43:14 PM , up to u
1, 07/25/06 10:43:36 PM , i will do it
1, 07/25/06 10:43:48 PM , u wont be in trouble if u leave will u
0, 07/25/06 10:44:11 PM , no i got my cell now
1, 07/25/06 10:44:38 PM , ok
1, 07/25/06 10:44:55 PM , well i hope and pray she can come get u
0, 07/25/06 10:45:29 PM , did u ask her ?
1, 07/25/06 10:47:11 PM , is she online
0, 07/25/06 10:47:21 PM , no
1, 07/25/06 10:47:49 PM , damn
1, 07/25/06 10:49:52 PM , ok i c u dont wanta chat i will go
1, 07/25/06 10:51:29 PM , u there
0, 07/25/06 10:51:39 PM , yea
1, 07/25/06 10:51:53 PM , what do want me to do
0, 07/25/06 10:52:02 PM , w/e u want
1, 07/25/06 10:52:16 PM , no do u want me to stop trying to talk to u
0, 07/25/06 10:53:17 PM , up to u
0, 07/25/06 10:53:25 PM , i liked u
1, 07/25/06 10:53:33 PM , so ur saying u dont like me now
0, 07/25/06 10:53:42 PM , didnt say that
0, 07/25/06 10:53:48 PM , i just think ur messin with me
1, 07/25/06 10:54:56 PM , i have better things to do
0, 07/25/06 10:55:20 PM , were u ?
1, 07/25/06 10:55:29 PM , listen
1, 07/25/06 10:55:37 PM , i talk to u more then anone
0, 07/25/06 10:56:07 PM , yea ?
1, 07/25/06 10:56:50 PM , yea i do
0, 07/25/06 10:56:58 PM , u were never gon na come but u said u would
0, 07/25/06 10:57:04 PM , i mean its up to u
1, 07/25/06 10:57:09 PM , sexy
0, 07/25/06 10:57:12 PM , wish u just woulda told me the truth
1, 07/25/06 10:57:18 PM , i was coming
1, 07/25/06 10:57:25 PM , cuz i thought i was off
1, 07/25/06 10:59:11 PM , if u want i will never talk to u again
1, 07/25/06 10:59:16 PM , cuz i dont wanta hurt u
0, 07/25/06 10:59:24 PM , too late u did
1, 07/25/06 10:59:42 PM , sexy
1, 07/25/06 10:59:44 PM , do u love me
0, 07/25/06 10:59:59 PM , thought so
0, 07/25/06 11:04:48 PM , its just cuz u didnt just tell me the truth to start with
1, 07/25/06 11:05:03 PM , what
1, 07/25/06 11:05:07 PM , r u talking bout
1, 07/25/06 11:07:59 PM , u there
0, 07/25/06 11:08:04 PM , yea
1, 07/25/06 11:08:24 PM , ok
1, 07/25/06 11:09:10 PM , so now u cant talk to me
0, 07/25/06 11:09:20 PM , im here just chattin
1, 07/25/06 11:09:30 PM , ok with ur other friends ok
1, 07/25/06 11:13:21 PM , u there
0, 07/25/06 11:13:26 PM , yea
1, 07/25/06 11:13:35 PM , so ur not going to talk to me now
0, 07/25/06 11:13:41 PM , yea i am
0, 07/25/06 11:13:49 PM , told u im not mad
0, 07/25/06 11:13:53 PM , its up to u
1, 07/25/06 11:13:57 PM , ur not talking
1, 07/25/06 11:15:50 PM , ok damn talk
0, 07/25/06 11:16:04 PM , bout wat ?
1, 07/25/06 11:16:18 PM , u r hurting me
0, 07/25/06 11:16:25 PM , u ? how ?
1, 07/25/06 11:16:44 PM , cuz u r acting like udont want me
1, 07/25/06 11:18:48 PM , fuck talk to me
0, 07/25/06 11:19:21 PM , im here
0, 07/25/06 11:19:35 PM , its ok really
1, 07/25/06 11:20:01 PM , no its not
1, 07/25/06 11:20:09 PM , tell me how u want it between us
0, 07/25/06 11:20:19 PM , however u want
1, 07/25/06 11:20:26 PM , no damn i asked u
1, 07/25/06 11:21:07 PM , now tell me
1, 07/25/06 11:21:11 PM , do u want someone else
0, 07/25/06 11:21:15 PM , no
1, 07/25/06 11:22:12 PM , i see u dont give a damn bout me
0, 07/25/06 11:22:22 PM , yea i do
0, 07/25/06 11:22:31 PM , i told u its cool
1, 07/25/06 11:22:35 PM , well
1, 07/25/06 11:22:42 PM , we got ta figure something out
0, 07/25/06 11:23:07 PM , like ?
1, 07/25/06 11:23:17 PM , of me seeeing u
1, 07/25/06 11:23:21 PM , this week
0, 07/25/06 11:23:42 PM , u cant u said
0, 07/25/06 11:23:47 PM , its ok really
1, 07/25/06 11:23:55 PM , if u r closer i can
1, 07/25/06 11:23:59 PM , like an hour away
0, 07/25/06 11:24:31 PM , its ok im too far
1, 07/25/06 11:24:58 PM , dont think u can meet someone to bring u to albany
0, 07/25/06 11:25:10 PM , noo lol
1, 07/25/06 11:26:01 PM , damn
1, 07/25/06 11:26:05 PM , like someone young
0, 07/25/06 11:36:29 PM , wat r u doin ?
1, 07/25/06 11:36:51 PM , talking to this girl
1, 07/25/06 11:37:07 PM , she said she never heard of ur town
1, 07/25/06 11:38:09 PM , u there
0, 07/25/06 11:38:15 PM , yea
0, 07/25/06 11:38:27 PM , its a little town
1, 07/25/06 11:38:33 PM , she swears she hasnt
1, 07/25/06 11:38:43 PM , but she should have heard of it
0, 07/25/06 11:38:46 PM , lotsa ppl didnt its a little town
0, 07/25/06 11:38:55 PM , its like a block by a block
0, 07/25/06 11:39:14 PM , u talkin about me again ? lol
1, 07/25/06 11:39:35 PM , yes
0, 07/25/06 11:40:14 PM , wat r u sayin ?
1, 07/25/06 11:40:30 PM , she is 19
1, 07/25/06 11:40:42 PM , tell her i wanta help u make friends
1, 07/25/06 11:42:24 PM , ok u there
0, 07/25/06 11:42:32 PM , yea
0, 07/25/06 11:42:54 PM , u talk to lotsa girls n make promises huh ?
1, 07/25/06 11:43:04 PM , no i dont
1, 07/25/06 11:43:13 PM , i am asking her bout helping us
1, 07/25/06 11:44:15 PM , u there
0, 07/25/06 11:44:21 PM , yea
1, 07/25/06 11:45:35 PM , ok asking her things
1, 07/25/06 11:45:41 PM , seeing can we trust her
1, 07/25/06 11:47:09 PM , hello u there
0, 07/25/06 11:47:31 PM , yea
1, 07/25/06 11:47:38 PM , u wanta talk to her
1, 07/25/06 11:48:34 PM , sodo u
0, 07/25/06 11:48:40 PM , about wat ?
1, 07/25/06 11:48:48 PM , helping me meet u
1, 07/25/06 11:48:49 PM , do u
1, 07/25/06 11:49:40 PM , is it yes or no sexy
0, 07/25/06 11:49:52 PM , umm
0, 07/25/06 11:49:59 PM , idk do u trust her ?
1, 07/25/06 11:50:04 PM , she wants to talk to u
1, 07/25/06 11:50:05 PM , yea
1, 07/25/06 11:50:48 PM , what happened
0, 07/25/06 11:50:48 PM , oops
0, 07/25/06 11:50:51 PM , sry
0, 07/25/06 11:51:09 PM , were did u go ?
1, 07/25/06 11:51:41 PM , i told her
1, 07/25/06 11:51:44 PM , u were 16
1, 07/25/06 11:53:43 PM , listen
1, 07/25/06 11:53:48 PM , chill out
1, 07/25/06 11:53:54 PM , damn she can help us
0, 07/25/06 11:53:58 PM , u lie
1, 07/25/06 11:54:04 PM , calm down
1, 07/26/06 12:10:13 AM , i see u dont want me anymore
1, 07/26/06 12:15:17 AM , ok u make it sound like
1, 07/26/06 12:15:23 AM , i pushed u up to this
1, 07/26/06 12:15:31 AM , like u dont wanta meet me
1, 07/26/06 12:15:37 AM , like u have no say so
0, 07/26/06 12:15:38 AM , i didnt say that
0, 07/26/06 12:15:41 AM , i dont kno her
1, 07/26/06 12:15:45 AM , damn u keep asking me
1, 07/26/06 12:15:49 AM , just tell her
0, 07/26/06 12:15:50 AM , u just get a stranger
1, 07/26/06 12:15:58 AM , u wanta meet me
0, 07/26/06 12:16:01 AM , u cant trust her
1, 07/26/06 12:16:08 AM , just tell her
0, 07/26/06 12:16:10 AM , yea i do
1, 07/26/06 12:16:12 AM , ok
1, 07/26/06 12:16:15 AM , tell her
0, 07/26/06 12:16:15 AM , i dont kno her
1, 07/26/06 12:16:20 AM , listen
1, 07/26/06 12:16:26 AM , just say u wanta meet me
0, 07/26/06 12:31:03 AM , i cant talk in front of her
0, 07/26/06 12:31:08 AM , i dont kno her
1, 07/26/06 12:31:15 AM , baby
1, 07/26/06 12:31:22 AM , maybe she can help me
1, 07/26/06 12:31:24 AM , find u
0, 07/26/06 12:31:26 AM , shes not gon na help
1, 07/26/06 12:31:30 AM , ok
0, 07/26/06 12:31:33 AM , u have directions
1, 07/26/06 12:31:39 AM , ok sexy
0, 07/26/06 12:34:00 AM , shes not help
0, 07/26/06 12:34:06 AM , shes not gon na help
1, 07/26/06 12:34:11 AM , ok
1, 07/26/06 12:55:05 AM , sorry bout that
1, 07/26/06 12:55:12 AM , she is a jack ass
0, 07/26/06 12:55:48 AM , hi
1, 07/26/06 12:55:57 AM , hello
1, 07/26/06 12:56:02 AM , boo dont talk to her
1, 07/26/06 12:56:06 AM , sorry i did
1, 07/26/06 12:56:11 AM , she is a jack ass
0, 07/26/06 12:56:49 AM , she was just tryin to help she just doesnt kno u
1, 07/26/06 12:57:06 AM , now she is talking bout her dad is a cop
1, 07/26/06 12:57:09 AM , bitch
0, 07/26/06 12:57:13 AM , its really ok if u cant come
1, 07/26/06 12:57:30 AM , damn i was trying to get u closer
1, 07/26/06 12:57:33 AM , is all
0, 07/26/06 12:57:49 AM , if im too far then im too far its ok
1, 07/26/06 12:58:32 AM , if she would have drove u to dawson it would have been cool
1, 07/26/06 1:00:11 AM , i love u
0, 07/26/06 1:00:55 AM , really ?
1, 07/26/06 1:01:05 AM , yes
0, 07/26/06 1:01:42 AM , i luv u too
0, 07/26/06 1:01:48 AM , but it got ta go to bed
0, 07/26/06 1:02:08 AM , its really late
1, 07/26/06 1:02:27 AM , so
1, 07/26/06 1:02:36 AM , u moving back to
0, 07/26/06 1:02:36 AM , i got ta get up early make breakfast for grampa
1, 07/26/06 1:02:38 AM , pa
0, 07/26/06 1:02:43 AM , no im not
1, 07/26/06 1:02:49 AM , ok
0, 07/26/06 1:02:54 AM , im too tired to think now
1, 07/26/06 1:02:56 AM , u promise
0, 07/26/06 1:02:56 AM , night
0, 07/26/06 1:02:59 AM , yea
1, 07/26/06 1:03:04 AM , ok bye
0, 07/26/06 1:03:04 AM , gnight
,,
0, 07/26/06 2:12:40 AM , miss u if u still wan na come itd b cool
0, 07/26/06 5:53:12 AM , marcus she dont kno wat shes talkin about shes mean
0, 07/26/06 5:53:26 AM , i told u not to trust her
0, 07/26/06 5:53:43 AM , thats y i didnt want her to kno where i live
0, 07/26/06 5:55:00 AM , u kno cuz i trust u n luv u
,,
1, 07/26/06 3:14:40 PM , hello u there
0, 07/26/06 3:21:47 PM , u here ?
1, 07/26/06 3:22:04 PM , i am now
1, 07/26/06 3:22:11 PM , did u get my pms earler
0, 07/26/06 3:22:12 PM , wats up
0, 07/26/06 3:22:15 PM , no
1, 07/26/06 3:22:18 PM , ok
1, 07/26/06 3:22:38 PM , i can for sure come tomorrow i got someone to watch everything while i am gone
1, 07/26/06 3:22:43 PM , thats the best i can do
1, 07/26/06 3:22:45 PM , promise
0, 07/26/06 3:22:51 PM , cool 
1, 07/26/06 3:23:05 PM , i can leave here bout 3
1, 07/26/06 3:23:17 PM , cuz i still have to work
1, 07/26/06 3:23:22 PM , but i can leave be there
1, 07/26/06 3:23:29 PM , by 5 30
0, 07/26/06 3:23:52 PM , u sure ?
1, 07/26/06 3:24:14 PM , yea i been working on it all day
0, 07/26/06 3:24:20 PM , k
1, 07/26/06 3:24:40 PM , u seem very short with me
0, 07/26/06 3:24:46 PM , im sorry
1, 07/26/06 3:24:55 PM , i am trying
1, 07/26/06 3:25:00 PM , sorry if u think i am not
0, 07/26/06 3:25:08 PM , waited for u two times just was gettin sad
0, 07/26/06 3:25:18 PM , i called ur work today
1, 07/26/06 3:25:24 PM , what time
0, 07/26/06 3:25:25 PM , like u said
0, 07/26/06 3:25:35 PM , like a little after 3
1, 07/26/06 3:25:43 PM , ok i left at 2 30
0, 07/26/06 3:25:47 PM , k
1, 07/26/06 3:25:52 PM , wish u would have called sooner
1, 07/26/06 3:25:56 PM , what did they tell u
0, 07/26/06 3:26:02 PM , that u werent workin
1, 07/26/06 3:26:34 PM , ok did they say what time i left
0, 07/26/06 3:26:40 PM , no
1, 07/26/06 3:27:13 PM , i left bout 2 30
1, 07/26/06 3:27:20 PM , if u want call and ask for me
1, 07/26/06 3:27:25 PM , and ask did he work today
0, 07/26/06 3:27:34 PM , its ok i trust u
0, 07/26/06 3:27:39 PM , just wanted to talk to u
1, 07/26/06 3:27:50 PM , ok
1, 07/26/06 3:27:59 PM , sorry bout that girl last night
0, 07/26/06 3:28:13 PM , that was kinda scary
0, 07/26/06 3:28:18 PM , tellin a stranger
1, 07/26/06 3:28:42 PM , u r smart i will give u that
0, 07/26/06 3:29:17 PM , ty
1, 07/26/06 3:29:53 PM , yw
0, 07/26/06 3:30:16 PM , she copied me wat u were sayin to her
1, 07/26/06 3:30:24 PM , did u call me at home today
1, 07/26/06 3:30:27 PM , yea i know
0, 07/26/06 3:30:30 PM , no i didnt call hime
0, 07/26/06 3:30:32 PM , home
1, 07/26/06 3:30:42 PM , ok
0, 07/26/06 3:32:05 PM , do u really like me ?
1, 07/26/06 3:32:51 PM , hell yes
1, 07/26/06 3:32:58 PM , i told her i liked u
1, 07/26/06 3:33:11 PM , but u know i would like to be with u and someone else
0, 07/26/06 3:33:28 PM , yea i kno
0, 07/26/06 3:33:36 PM , i didnt tell her that tho
0, 07/26/06 3:33:48 PM , i just said ur cool n dont worry
0, 07/26/06 3:33:58 PM , dont talk to her
1, 07/26/06 3:34:02 PM , oh i wont
0, 07/26/06 3:34:16 PM , we cant trust her i dont think
0, 07/26/06 3:34:19 PM , she was sneaky
1, 07/26/06 3:34:46 PM , yes kept asking lots of questions
0, 07/26/06 3:35:09 PM , yea
1, 07/26/06 3:35:40 PM , do u really like me
0, 07/26/06 3:35:54 PM , yea 
1, 07/26/06 3:36:29 PM , thanks
1, 07/26/06 3:37:50 PM , i hope u belive in me
0, 07/26/06 3:38:20 PM , i do
1, 07/26/06 3:39:19 PM , so u really wanta have sex bad huh
0, 07/26/06 3:39:33 PM , u made it sound cool
1, 07/26/06 3:39:58 PM , cuz if u r not sure we dont have to
0, 07/26/06 3:40:13 PM , im ok
1, 07/26/06 3:40:37 PM , i want u to really think bout it
0, 07/26/06 3:40:43 PM , i did lots
1, 07/26/06 3:41:04 PM , and u r ok with it
0, 07/26/06 3:41:12 PM , yea
1, 07/26/06 3:42:17 PM , why do u wanta have sex
0, 07/26/06 3:42:54 PM , mmm cuz im bored n it sounds like a adventure n u made it sound cool
1, 07/26/06 3:43:11 PM , well yes it is those things
0, 07/26/06 3:43:21 PM , yea ?
1, 07/26/06 3:43:38 PM , yea and its something serious
0, 07/26/06 3:43:52 PM , i kno
1, 07/26/06 3:44:48 PM , yes it is a lot to think bout
0, 07/26/06 3:44:59 PM , ive been thinkin
0, 07/26/06 3:45:16 PM , thats y i was sad when u didnt come cuz i was like all ready
1, 07/26/06 3:45:55 PM , how do u want this to happen
0, 07/26/06 3:46:09 PM , wat do u mean how ?
1, 07/26/06 3:46:34 PM , have u thought of how we would be
0, 07/26/06 3:47:09 PM , from wat u said and the vids u showed me
1, 07/26/06 3:47:48 PM , so u wanta suck my dick and what else
0, 07/26/06 3:48:05 PM , ill do w/e u want u kno best
1, 07/26/06 3:48:18 PM , tell me something u want
0, 07/26/06 3:49:08 PM , wan na make u happy
1, 07/26/06 3:49:28 PM , ok
1, 07/26/06 3:52:41 PM , u r sweet
0, 07/26/06 3:52:46 PM , ty 
1, 07/26/06 3:53:17 PM , ok since u r so sure bout this
1, 07/26/06 3:53:25 PM , i will fuck u how ever i wnt
0, 07/26/06 3:53:43 PM , k
1, 07/26/06 3:53:59 PM , i hope u dont gag
0, 07/26/06 3:54:23 PM , k
1, 07/26/06 3:54:43 PM , if u dont wanta do all that tell me
0, 07/26/06 3:56:06 PM , ill do wat u want its ok
1, 07/26/06 3:56:45 PM , what if u dont like it
0, 07/26/06 3:57:13 PM , id do it u it made u happy
0, 07/26/06 3:57:35 PM , id do it if it made u happy lol
0, 07/26/06 3:57:52 PM , i talked to HIS-GF today
1, 07/26/06 3:57:57 PM , ok
0, 07/26/06 3:57:58 PM , went good in court
0, 07/26/06 3:58:04 PM , she got her kids
1, 07/26/06 3:58:27 PM , ok cool
1, 07/26/06 3:58:40 PM , did u ask her bout coming to get u
0, 07/26/06 3:58:46 PM , no
1, 07/26/06 3:58:57 PM , awwwww why not
0, 07/26/06 3:59:05 PM , cuz she had to go to work
1, 07/26/06 3:59:09 PM , ok
1, 07/26/06 4:02:46 PM , u there
0, 07/26/06 4:02:52 PM , yea
1, 07/26/06 4:03:01 PM , ur not talking much
0, 07/26/06 4:03:11 PM , just waiting for u
0, 07/26/06 4:03:28 PM , was happy she got her kids
